,0
0,13
1,17
2,21
3,36
4,102
5,171
6,382
7,633
8,820
9,754
10,546
11,604
12,644
13,306
14,136
15,99
16,45
17,77
18,51
19,37
20,53
21,45
22,55
23,56
24,32
25,46
26,70
27,90
28,78
29,71
30,68
