,0
0,9.900990099009901
1,9.036256765807943
2,7.465461281623681
3,9.276635791248474
4,4.088682952927877
5,4.830735020049542
6,3.5398970771147007
7,5.1066224388265145
8,8.929766920574192
9,10.724092033378296
10,10.046583766406766
11,12.267510611517059
12,15.228264736326073
13,18.067400525165763
14,19.129720929099115
15,21.398525411087235
16,19.855931015450704
17,20.32810040353008
18,22.374140597198878
19,22.153910998773178
20,26.37033681824548
21,24.77608780679883
22,25.40363536958826
23,29.268179394385832
24,28.564325495908644
25,30.4089145901423
26,33.61232849400446
27,37.89438540602134
28,41.089543103523006
29,45.4375185388257
30,49.81001365753534
31,48.82410910291671
32,52.58531271762286
33,55.482755702773815
34,56.00101327653304
35,56.645742882834874
36,58.1252871772703
37,62.74995025530837
38,64.5653356968707
39,66.24877975728312
40,71.81684510758873
41,72.3638790002212
42,78.76161396655445
43,87.1104003523713
44,87.63436308976559
45,89.33896988831206
46,89.91330133160348
47,93.29720427258805
48,97.38876932540117
49,100.8777838536922
50,104.99884969738453
51,104.29860742634484
52,103.65171215695833
53,104.18624210521406
54,109.06765089261599
55,109.68172506845886
56,105.61241434155596
57,108.76554971318343
58,109.6744100679859
59,113.73270179311818
60,111.19940079340735
61,110.80674247834146
62,106.91599642088464
63,109.63390690616447
64,108.23811649585184
65,110.67090178831985
66,112.96659573538098
67,112.6644045433703
68,113.57368293062733
69,113.71124300392373
70,111.90132922128014
71,113.09615502852654
72,111.5826286828837
73,109.9835913548014
74,109.03653777635705
75,110.22657620869644
76,106.20462857269051
77,105.04224400826536
78,102.69223935648394
79,98.90705638802876
80,99.04999401064434
81,99.64511714072253
82,100.20136555129496
83,98.83935412371501
84,97.24797883512908
85,95.12948281083108
86,92.48020963634764
87,91.73598772741693
88,93.87570052022453
89,92.04896875506128
90,88.08153663580975
91,86.79044628572686
92,84.33905830122144
93,82.29180668602214
94,77.16025155089474
95,76.21600572364501
96,77.01221465386577
97,76.37775134324832
98,74.08298056454291
99,70.77196019435495
