,0
0,9.900990099009901
1,11.287510155310805
2,13.283798142173218
3,16.147972540594974
4,20.259542929489644
5,26.168376130179425
6,34.64650070695499
7,46.71540891845152
8,63.582427198700536
9,86.36071905368037
10,115.4077986871898
11,149.23157023500457
12,183.3992836570288
13,210.68918655783898
14,223.7897997001175
15,219.63540181910182
16,201.5089228704632
17,176.48413313779054
18,151.02297551142783
19,128.73252631179443
20,110.69577233926418
21,96.64350878783166
22,85.84061923219063
23,77.5203074622986
24,71.03600656780621
25,65.88715492243965
26,61.70152126139695
27,58.20824623310214
28,55.21306634579314
29,52.57836658805375
30,50.20785039071749
31,48.03496442955426
32,46.01424560452489
33,44.11492525997811
34,42.31627503248427
35,40.60428694847106
36,38.969359578199025
37,37.404725501074374
38,35.90541015278664
39,34.467560367656986
40,33.088022361108635
41,31.764082946267216
42,30.493314412290466
43,29.273483336863716
44,28.102497730776893
45,26.978376548508887
46,25.89923191725972
47,24.86325842942257
48,23.86872627965098
49,22.913976465543783
50,21.997417093002227
51,21.117520283047398
52,20.272819422135317
53,19.461906626227176
54,18.683430354056572
55,17.936093137294115
56,17.218649410877212
57,16.529903434121696
58,15.868707296648942
59,15.233959004747733
60,14.624600644546673
61,14.039616618761404
62,13.478031954009948
63,12.938910675849273
64,12.421354248815227
65,11.9245000788626
66,11.447520075708091
67,10.989619272679768
68,10.550034501772577
69,10.128033121701673
70,9.722911796833607
71,9.333995324960263
72,8.960635511961852
73,8.602210091483379
74,8.258121687824044
75,7.92779682031108
76,7.610684947498638
77,7.306257549598692
78,7.014007247614744
79,6.733446957710155
80,6.464109079401749
81,6.2055447162256785
82,5.9573229275766515
83,5.7190300104735865
84,5.490268810054643
85,5.270658057652458
86,5.059831735346359
87,4.857438465932505
88,4.6631409272952045
89,4.476615290203396
90,4.29755067859526
91,4.12564865145145
92,3.9606227053933925
93,3.8021977971776564
94,3.65010988529055
95,3.5041054898789286
96,3.363941270283771
97,3.2293836194724204
98,3.1002082746935233
99,2.976199943705783
