,0
0,33.515455445235354
1,29.03425742010751
2,69.41737302445263
3,144.58073488685986
4,147.99345065020472
5,228.54521871500683
6,201.5326986451187
7,287.61093433979215
8,361.7306529579412
9,487.89094818006066
10,560.4316696411805
11,705.4857566901754
12,865.7620961988491
13,801.7733089202771
14,880.7420964293611
15,813.2222424905965
16,816.6702853234749
17,706.7586705919551
18,597.1996196507525
19,384.12278416848693
20,361.8929604024246
21,171.9124629179521
22,116.3532728005028
23,109.04323422849136
24,94.863326168761
25,51.00944941115807
26,27.65469977357389
27,21.15676653027888
28,2.474319744243367
29,9.88631495994426
30,35.91008859558309
31,18.328855714362014
32,46.36685994216459
33,35.57131958567727
34,75.08017076522268
35,22.76400662985893
36,13.062157251336073
37,26.826766451799273
38,2.9253721568634488
39,40.45532051202013
40,17.89184979836882
41,89.23490529267377
42,7.331848708693522
43,44.74047612842827
44,65.22455997116639
45,34.270478039096474
46,73.28359503865322
47,78.45414949562796
48,11.546510711528938
49,78.60311798553819
50,10.128775939420786
51,48.97223866424186
52,12.616846424976073
53,13.530818241765404
54,38.057128359747715
55,63.154847792470896
56,30.55218747796841
57,6.476203736234754
58,9.562261399098057
59,39.730579159021175
60,40.87440170383769
61,61.313297292550814
62,5.741561292306547
63,31.311908682829454
64,5.1373775868057825
65,6.08736165487702
66,19.881175305680795
67,5.4192054987593306
68,0.4031804978595887
69,9.32509404110116
70,15.708962307239096
71,40.28154810619097
72,60.9507890470539
73,27.24020045746263
74,44.96532556825697
75,23.428198286195844
76,49.30453237809824
77,2.777494849032836
78,35.70447596871861
79,2.3724096638981704
80,5.611400521919292
81,0.39014756949478296
82,18.309382385414473
83,14.31666965672284
84,20.690645385190397
85,58.85435547829137
86,12.854842164122882
87,35.08915476071031
88,28.429197039991923
89,6.161680181977634
90,39.99763000895797
91,40.488717906015985
92,25.739254271109754
93,30.343218748892614
94,53.631798738862074
95,12.133386255636665
96,22.94250338528076
97,90.9706779190321
98,54.122451689391305
99,17.126291612390936
